text,topic
"
Well, had you been a bit less exuberant in both the tone and substance of
your predictions, the responses would probably have been a bit more
measured. Be that as it may....

Clemens is always in this form, and Viola isn't really performing beyond
what might reasonably have been expected. How do you know that the Sox are
responding to them, and not to Al Bumbry, Hobson, or (my most likely
suspect) new hitting coach Mike Easler? I certainly am more likely to give
Easler credit for Mo Vaughhn's hot start than Clemens or Viola.

This was the optimistic scenario, but not unreasonably so. He hasn't shown
much power yet, though.

How can you tell that Dawson is providing the leadership? Perhaps it's
Calderon? Perhaps it's Clemens and Viola? Maybe Hobson is finally showing
those people skills he was supposed to have when they hired him. Or maybe
it's all a myth. And Dawson has been hitting reasonably well, but not as
well as Greenwell, Vaughn, Cooper, or Fletcher.

In three games. Why don't we look at this one again in, say, July?

A bit better than could reasonably have been expected. But don't forget that
Zupcic looked like Wade Boggs lite for about 75 AB's last year. Beware of
small sample sizes. Still, if Fletcher hits as well as he did last year he'd
be a great improvement over any Sox leadoff hitter from last year. Be aware
that his career numbers seem to indicate that he puts up good numbers as
long as he doesn't have to make more than 300 AB or so in a year.

Ummm...sorry, no. I can buy the ""in the field"" part, and I think he'll be
better at the plate than the 1992 Boggs, but in general Cooper, while he'll
be a pretty good hitter, couldn't carry Boggs' jockstrap. With a little
luck, he could be the fourth or fifth best 3B in the AL (Martinez, Boggs,
Ventura, and Palmer will all be better).


See, here is where you make that quick left turn off into the aether. .500
is plausible, third is not unlikely, but phrases like ""could run away with
the division"" are likely to get you a visit from the men in the white
coats. It's not really clear that their staff is better than last year. If
Russell does well, Darwin doesn't go on the DL, and Hesketh doesn't pitch
just barely well enough to avoid losing his spot in the rotation, they could
be better. On the other hand, if Hesketh pitches miserably and they're too
stupid to move him to the pen and bring up Conroy or somebody, Fossas
continues to pitch dismally but they keep giving him innings becasue he's a
lefty, and Russell explodes they could be pretty bad.

 Mike Jones | AIX High-End Development | mjones@donald.aix.kingston.ibm.com",sports
"
I don't think Primeau is necessarily a bad pick...I'm was just trying
to locate the beginning of Murray's decisions...he slowness in trading
Carson has delayed Primeau's development...and you have to wait longer
for big players often...and Primeau can be a very good player without
being a point-a-game-player, especially on a team that has Yzerman and
Fedorov...if Primeau becomes Joel Otto, and gets 20 goals a season,
and plays mean...it will have been an extremely good pick.",sports
"
Francis got 101 in 89-90, his last full season with Hartford.",sports
"

 




What about Thaaammy Thotha? I for one was really sorry to hear that the
Cubs had sent Heathcliff Slocumb to the minors!  :-)
",sports
"Ok all you trivia buffs, I have a good one for you.

1.  Prior to the foul bunt rule what is the record for the most foul balls
by 1 batter during one at bat?

2.  Total pitches?

3.  Who was the batter?

4.  Who was the pitcher?

5.  Same as 1-4 except after the foul bunt rule.

Associated data would be nice too (such as date, location, teams, etc.)",sports
"Anyone know of a phillies mailing list out there? .... they don't get much
coverage up here in Grand Rapids, MI *sob*

--",sports
"
It would seem logical that the mask is Potvins. His nickname is ""The Cat"", 
which would go a long ways towards explaining the panther. 

Of course, it could be an old story and the mask is Fuhrs, too.....",sports
"

It is no matter what you call the teams, Jokerit and TPS, or Helsinki Tornado
and Turku Typhoon, the best palyers in Finland would eventually end up in
those teams anyway, if they were in the ""big"" league. 

",sports
"[...]

Shouldn't this read ""Braves Hitters are at the AAA Club?""
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",sports
"No, he's not nuts, WIP is second to none THE sports station.  They
don't have Tony Bruno working ESPN radio and Al Morganti doing Friday
Night Hockey because they suck.  I live in Richmond Va, but I visit
Phila often, and on the way I get WTEM Washington) and WIP.  I hear
the FAN at night wherever I go (the signal used to be WNBC, when they
played golden oldies) because you can't avoid it.  Of those three,
WIP has the best hosts hands down.  Chuck Cooperstein isn't a homer,
and neither is Jody Mac.  WTEM is too generic to be placed in the
catergory.  In fact if you have heard WTEM and the FAN you notice the
theme music is identical...same ownership?? I think so!  WIP is
totally original.  Their hosts actually have a personality (this is a
knock at TEM (the TEAM) not the FAN because Mike and the Mad Dog and
Sommers are good) I mean comparing the morning guys in Philadelphia
to the ones in Washington is a total joke.  Anyway, I like the FAN
and WIP, but I think the edge goes to 'IP.  

When I get back from Philly, I go into withdraw cause Richmond has
nada except the national sports line (and those guys are totally
clueless)   
I was really mad when WCAU was cancelled because they had Steve
Fredericks doing sports phone after the Phillies games.  (WCAU is
another strong station, now it's an oldies station, but they still
have the Phillies) I started listening to the FAN because I heard he
went there.  I finally heard him last summer and he wasn't the same
guy.  Those NY fans got to him.  I was glad to hear him back in
Philly when I went to see a few Eagles games.  


I will admit, I am  die hard EAGLES fan and WIP is basically an
Eagles station 365 days a year.  BUT, I bet you the Phillies are in
control right now.


About the knock on G. Cobb, I like him.  He knows the Eagles like a
book.  I remember the weekend before they went to play San Fran,
(when everyone thought the Eagles would be blown away) Cobb said that
the Eagles usually play their best when no one believe they can win.
Well they were inches shy of pulling the victory.  ",sports
"As of today, April 17, Jack Morris has lost his first three starts.

However, the Jays are doing well without him and injured Dave Stuart.

This is a credit to the rest of the pitching staff.",sports
"TSN Sportsdesk just reported that the OTTAWA SUN has reported that
Montreal will send 4 players + $15 million including Vin Damphousse 
and Brian Bellows to Phillidelphia, Phillie will send Eric Lindros
to Ottawa, and Ottawa will give it's first round pick to Montreal.
 
If this is true, it will most likely depend on whether or not Ottawa
gets to choose 1st overall.  Can Ottawa afford Lindros' salary?
 
Personally, I can't see Philli giving up Lindros -- for anything.  
They didn't give away that much to Quebec just to trade him away 
again.  Not to mention that Lindros seems to be a *huge* draw in
Phillie -- and that he represents a successful future for the 
franchise.
 
Ottawa may be better off taking the 4 players +$15 from Montreal
for the pick.",sports
"Robert C Hite writes

I think the only Phillies in effect here are Philly Blunts.  Of course, if this  
all becomes true, I'll be the first to smoke one myself.
",sports
"
Here in Nanaimo (on Vancouver Island, for you furriners out there) we
got the ABC coverage on KOMO.  It probably depends on your cable company.

I started off switching between the CBC and ABC broadcasts, but finally
settled on ABC.  I can't stand Don Whitman, and Al Michaels was doing a
decent job.  He followed the play pretty well, knew all the players'
names, and only made a couple of ""rookie"" mistakes that I noticed.
One thing that surprised me is that they never once attempted to explain
the offside rule.

Am-I-paranoid-or-is-this-really-happening department:
There were no fights in the game, but there were a couple of occasions
where it looked like a fight was about to start.  Both times ABC cut
away to show a closeup of a coach or McNall or something.  Has ABC
decided to adopt the ""Spicer policy?""
",sports
"
Actually, I was simply relaying the reasoning of this so-called genius BW
writer.  I agree.  The reasoning was foolish.  

Next time, before you say something foolish, be aware what you are responding
to.",sports
"I've heard that you can score on Belfour by shooting high 
because he goes down a lot, and on Potvin by shooting high 
on him and then getting the rebound in because he plays so
deep in the net.  Any truth to these?


			Brad",sports
"
I guarantee that if Bonds wins the MVP the Giants will finish higher
than 6th. 

luigi",sports
"
But only in NY,NJ, Philadelphia, and Chicago. Everywhere else, the only
reason SportsChannel was available was for local baseball broadcasts.
And local baseball pre-empted the NHL playoffs. Thus far into this
playoff season, ESPN/ABC has given me more hockey in 2 days (1 game)
than SportsChannel did (0 games).

If people want hockey on TV, they should watch hockey on TV. I bet the
ratings for hockey on Sunday on ABC went into the toilet. Next week, there
will be far fewer ABC affiliates with hockey.

Someone in this thread said that he wouldn't watch the games even if
they were on TV, and this is a r.s.h. regular contributor!

Xenophobes north of border needn't fear the US-Americanization of ""our""
game, because US-Americans will never figure out how to market hockey
here. Support your team; support your game.",sports
"You're right ... I'm sick of seeing all those white guys on skates
myself ... the Vancouver Canucks should be half women, and overall 
one-third Oriental.



(-; (-; (-; (-; (-; (-; 

And I'll gladly volunteer myself for the overage draft. (-;

gld",sports
"BoSox 3     Royals 1

WP: Clemens (1-0)
LP: Appier  (0-1)",sports
"I am fortunate enough to have tickets for an Orioles-Red Sox game in  
Baltimore on Saturday, July 31st.  I haven't been to the new park,
and I was wondering if anyone out there can give me pointers or good tips  
or anything helpful about the place so that I can enjoy every moment spent
there.
For instance, what time do the gates open?  Do we see the Orioles take BP?
When will the Red Sox take BP?  Anything you can tell me would be 
appreciated.  Thank you in advance. 
Please respond to my e-mail address.
I know it's still three-and-a-half months away, but I'm psyched!
",sports
"The mission to revive hockey at UMass is now underway. At the  4 PM Saturday
afternoon press conference held at the new Mullins Center Arena - former
Boston College Asst. Coach Joe Mallen was awarded the 4 year, $85,000/year
contract as Head Coach for the UMass Minutemen. 

Mallen was the third viable pick for the position, right behind Jeff Jackson
(Lake Superior) and second behind Shawn Walsh (UMaine). Previous offers for 
the position were rumored to have been offered to the asst. coaches of
Brown, RPI and the head coach of the AHL Springfield Indians.

UMass hockey was disbanded in 1979 due to financial constraints that had
undermined the team's position over a period of years. In late November
of last year, the $52 million Mullins Sports Center was opened following
its one year construction deadline. 

The Minutemen are slated to play an independent Div II/Div III schedule this
upcoming winter before officially entering Hockey East for the Winter 1994
season. Mallen has yet to comment on player recruitment strategies or
potential team candidates for the Minutemen - it is expected that he will
leverage off his inside contacts within New England, the Bay State and
Europe to draw on competitive, top ice players for the University.

UMass has slated 18 hockey scholarships for the upcoming Fall semester ; 
expect to hear more from me as I hear more from my sources.

.... J.D.


+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
Jim Doyle 	Univ. of Massachusetts - Dept. of Computer Science

Staff Programmer	PUMA/DCC/CNET	 email:	doyle@gaia.cs.umass.edu",sports
"1992-93 Los Angeles Kings Schedule/Results

TV:
---
2 preseason games, 82 of 84 regular season and all playoffs on TV.

 (PT)= Prime Ticket, (5) = KTLA Channel 5, (7) = ABC Channel 7 - playoffs

Radio:
------
All regular and preseason games broadcast on the Kings radio network.

 Southern California 	XTRA -  690am (flagship)
 Simi Valley		KWNK -  670am 
 Ankorage, Alaska	KBYR -  700am
 El Centro		KAMP - 1430am
 Fairbanks, Alaska	KIAK -  970am
 Hemet/Temecula		KHSJ - 1320am
 Lancaster/Palmdale	KAVL -  610am
 Palm Desert		KNWZ - 1270am
 Paso Robles		KPRL - 1230am
 Reno, Nevada		KPLY - 1270am
 Sacramento		KSAC - 1240am
 San Luis Obispo	KKAL - 1280am
 Santa Clarita		KBET - 1220am
 Las Vegas, Nevada 	KENO - 1460am

Preseason:
----------
September/October:
18 LA  3 vs VAN 3 @ Vancouver   - 12,357 (0-0-1,  1 pt)
20 LA  5 vs PIT 2 @ Portland    -  6,124 (1-0-1,  3 pts) (PT)
23 LA  3 vs PIT 3 @ Tacoma      -  ?     (1-0-2,  4 pts)
24 LA  2 vs NYR 7 @ San Diego   -  8,099 (1-1-2,  4 pts) (PT)
26 LA  2 vs NYR 6 @ Phoenix     -  8,977 (1-2-2,  4 pts)
27 LA  4 vs SJ  2 @ Sacramento  -  7,950 (2-2-2,  6 pts)
30 LA  2 vs VAN 5 @ The Forum   - 10,250 (2-3-2,  6 pts)
03 LA  8 vs SJ  8 @ The Forum   - 12,005 (3-3-2,  8 pts)
      --       --
Total 29       36

Regular Season:
---------------
October:
06 LA  5 @  Calgary      4 (OT) - 19,461 ( 1- 0- 0,   2 pts) (PT)
08 LA  3 vs Detroit      5      - 16,005 ( 1- 1- 0,   2 pts) (PT)
10 LA  6 vs Winnipeg     3      - 14,509 ( 2- 1- 0,   4 pts) (PT)
13 LA  2 vs San Jose     1      - 14,320 ( 3- 1- 0,   6 pts) (PT)
15 LA  4 vs Calgary      0      - 15,133 ( 4- 1- 0,   8 pts) (PT)
17 LA  8 vs Boston       6      - 16,005 ( 5- 1- 0,  10 pts) (PT)
20 LA  2  @ Calgary      6      - 19,169 ( 5- 2- 0,  10 pts)  (5)
23 LA  2  @ Winnipeg     4      - 12,924 ( 5- 3- 0,  10 pts) (PT)
24 LA  5  @ Minnesota    5      - 15,174 ( 5- 3- 1,  11 pts)  (5)
27 LA  4  @ NY Islanders 3      - 10,259 ( 6- 3- 1,  13 pts) (PT)
29 LA  3  @ Boston       8      - 14,448 ( 6- 4- 1,  13 pts) (PT)
31 LA  7  @ Hartford     1      -  9,244 ( 7- 4- 1,  15 pts)  (5)
      --                --                -----------------
Oct.  51                46                 7- 4- 1,  15 pts

November:
05 LA  5 vs New Jersey   2      - 14,592 ( 8- 4- 1,  17 pts) (PT)
07 LA  5 vs Buffalo      2      - 16,005 ( 9- 4- 1,  19 pts) (PT)
08 LA 11  @ San Jose     4      - 11,089 (10- 4- 1,  21 pts) (no tv)
10 LA  4  @ Winnipeg     4      - 12,831 (10- 4- 2,  22 pts) (PT)
12 LA  7 vs Vancouver    4      - 15,486 (11- 4- 2,  24 pts) (PT)
14 LA  6 vs Edmonton     2      - 16,005 (12- 4- 2,  26 pts) (PT)
16 LA  3  @ Vancouver    6      - 15,896 (12- 5- 2,  26 pts) (PT)
17 LA  0  @ San Jose     6      - 11,089 (12- 6- 2,  26 pts) (PT)
19 LA  4 vs Chicago      1      - 16,005 (13- 6- 2,  28 pts) (PT)
21 LA  6 vs Toronto      4      - 16,005 (14- 6- 2,  30 pts) (PT)
25 LA  3  @ Edmonton     1      - 13,636 (15- 6- 2,  32 pts) (no tv)
27 LA  5  @ Detroit      3      - 19,875 (16- 6- 2,  34 pts) (PT)
28 LA  2  @ Toronto      3      - 15,720 (16- 7- 2,  34 pts) (PT)
      --                --                -----------------
Nov.  61                42                 9- 3- 1,  19 pts
Year 112                88

December:
01 LA  6  @ Chicago      3      - 16,292 (17- 7- 2,  36 pts) at Milwaukee (PT)
03 LA  5 vs Pittsburgh   3      - 16,005 (18- 7- 2,  38 pts) (PT)
05 LA  7 vs Hartford     3      - 16,005 (19- 7- 2,  40 pts) (PT)
08 LA  5 vs Montreal     5      - 12,276 (19- 7- 3,  41 pts) at Phoenix (PT)
10 LA  4 vs Quebec       5      - 15,221 (19- 8- 3,  41 pts) (PT)
12 LA  6 vs St Louis     3      - 16,005 (20- 8- 3,  43 pts) (PT)
15 LA  2 vs Tampa Bay    3      - 15,753 (20- 9- 3,  43 pts) (PT)
18 LA  5  @ Edmonton     5      - 15,257 (20- 9- 4,  44 pts)  (5)
19 LA  3  @ Calgary      5      - 20,214 (20-10- 4,  44 pts) (PT)
22 LA  2 vs Vancouver    6      - 16,005 (20-11- 4,  44 pts) (PT)
26 LA  2  @ San Jose     7      - 11,089 (20-12- 4,  44 pts)  (5)
29 LA  2 vs Philadelphia 10     - 16,005 (20-13- 4,  44 pts) (PT)
31 LA  0  @ Vancouver    4      - 16,150 (20-14- 4,  44 pts) (PT)
      --                --                -----------------
Dec.  49                62                 4- 7- 2,  10 pts
Year 161               150

January:
02 LA  5 vs Montreal     5      - 16,005 (20-14- 5,  45 pts) (PT)
06 LA  3 vs Tampa Bay    6      - 16,005 (20-15- 5,  45 pts) (PT)
08 LA  3  @ Winnipeg     6      - 14,036 (20-16- 5,  45 pts)  (5)
10 LA  5  @ Chicago      4      - 17,705 (21-16- 5,  47 pts)  (5)
12 LA  3  @ Ottawa       2      - 10,500 (22-16- 5,  49 pts) (PT)
14 LA  1  @ New Jersey   7      - 13,586 (22-17- 5,  49 pts) (PT)
16 LA  2 vs Winnipeg     5      - 16,005 (22-18- 5,  49 pts) (PT)
19 LA  5  @ Edmonton     4      - 16,686 (23-18- 5,  51 pts) (PT)
21 LA  4 vs Vancouver    5      - 16,005 (23-19- 5,  51 pts) (PT)
23 LA  3 vs NY Rangers   8      - 16,005 (23-20- 5,  51 pts) (PT)
26 LA  7 vs San Jose     1      - 16,005 (24-20- 5,  53 pts) (PT)
28 LA  1 vs Calgary      2      - 16,005 (24-21- 5,  53 pts) (PT)
30 LA  2 vs Chicago      2      - 16,005 (24-21- 6,  54 pts) (PT)
      --                --                -----------------
Jan.  44                57                 4- 7- 2,  10 pts
Year 205               207

February:
02 LA  2  @ Quebec       3      - 14,843 (24-22- 6,  54 pts) (PT)
03 LA  2  @ Montreal     7      - 17,164 (24-23- 6,  54 pts) (PT)
09 LA  3 vs Edmonton     6      - 16,005 (24-24- 6,  54 pts) (PT)
11 LA  6 vs Detroit      6      - 16,005 (24-24- 7,  55 pts) (PT)
13 LA  3 vs Washington  10      - 16,005 (24-25- 7,  55 pts) (PT)
15 LA  3 vs Vancouver    0      - 16,005 (25-25- 7,  57 pts) (PT)
17 LA 10  @ Minnesota    5      - 14,911 (26-25- 7,  59 pts) (PT)
18 LA  2  @ Chicago      7      - 17,597 (26-26- 7,  59 pts) (PT)
20 LA  3  @ Washington   7      - 17,812 (26-27- 7,  59 pts) (PT)
22 LA  5  @ Tampa Bay    2      - 10,425 (27-27- 7,  61 pts) (PT)
25 LA  0  @ St Louis     3      - 13,473 (27-28- 7,  61 pts) (PT)
27 LA  2 vs Toronto      5      - 16,005 (27-29- 7,  61 pts) (PT)
      --                --                -----------------
Feb.  41                61                 3- 8- 1,   7 pts
Year 246               268

March:
02 LA  6 vs Calgary      2      - 16,005 (28-29- 7,  63 pts) (PT)
04 LA  8 vs Ottawa       6      - 16,005 (29-29- 7,  65 pts) (PT)
06 LA  6 vs Edmonton     1      - 16,005 (30-29- 7,  67 pts) (PT)
09 LA  3  @ NY Rangers   4      - 18,200 (30-30- 7,  67 pts) (PT)
11 LA  3  @ Pittsburgh   4      - 16,164 (30-31- 7,  67 pts) (PT)
13 @ Philadelphia - Postponed after 1 period (1-1) due to weather. Resch for 4/1
14 @ Buffalo      - Postponed due to weather.  Rescheduled for 3/15.
15 LA  4  @ Buffalo      2      - 13,799 (31-31- 7,  69 pts) (PT)
16 LA  8 vs Winnipeg     4      - 16,005 (32-31- 7,  71 pts) (PT)
18 LA  7 vs NY Islanders 4      - 16,005 (33-31- 7,  73 pts) (PT)
20 LA  3 vs St Louis     2      - 16,005 (34-31- 7,  75 pts) (PT)
24 LA  2  @ Vancouver    6      - 16,150 (34-32- 7,  75 pts)  (5)
26 LA  4  @ Edmonton     1      - 17,503 (35-32- 7,  77 pts)  (5)
28 LA  3  @ Winnipeg     3      - 15,566 (35-32- 8,  78 pts) (PT)
29 LA  9  @ Detroit      3      - 19,875 (36-32- 8,  80 pts)  (5)
31 LA  5  @ Toronto      5      - 15,720 (36-32- 9,  81 pts) (PT)
      --                --                -----------------
Mar.  71                47                 9- 3- 2,  20 pts
Year 317               315

April:
01 LA  3  @ Philadelphia 1      - 17,380 (37-32- 9,  83 pts) (PT) rescheduled
03 LA  0 vs Minnesota    3      - 16,005 (37-33- 9,  83 pts) (PT)
06 LA  3 vs Calgary      3      - 16,005 (37-33-10,  84 pts) (PT)
08 LA  2 vs San Jose     1      - 16,005 (38-33-10,  86 pts) (PT)
10 LA  3  @ San Jose     2 (OT) - 11,089 (39-33-10,  88 pts) (PT)
13 LA  4  @ Vancouver    7      - 16,150 (39-34-10,  88 pts) (PT)
15 LA  6 vs Vancouver    8      - 16,005 (39-35-10,  88 pts) (PT)
      --                --                -----------------
Apr.  21                25                 3- 3- 1,   7 pts
Year 338               340                39-35-10,  88 pts -  3rd Smythe, 
                                                              11th overall

Playoffs:
---------
April:
18   @ Calgary - 12:00 noon (7)
21   @ Calgary -  6:30 pm (PT)
23  vs Calgary -  7:30 pm (PT)
25  vs Calgary - 12:00 noon (7)**
*27  @ Calgary -  6:30 pm (PT)
*29 vs Calgary -  7:30 pm (PT)

May:
*01  @ Calgary -  6:30 pm (PT)

all times listed are Pacific Time.
*if necessary.
** may be shown on ABC, if televised by Prime Ticket, time is 7:30 pm.
===============================================================================
Stan Willis (willis@empire.dnet.hac.com)
net contact: L.A. Kings",sports
